user_id,movie_id,rating
1001,11704,5.0
1001,4978,5.0
1001,11976,4.0
1001,34584,5.0
1001,4011,4.0
1001,847,4.0
1001,11597,2.0
1001,881,4.0
1001,2109,4.0
1001,162,5.0
1001,73,5.0
1001,3600,2.0
1001,9798,5.0
1001,244,4.0
1001,10029,5.0
1001,11252,2.0
1001,11545,5.0
1001,9326,4.0
1001,11904,3.0
1001,8741,5.0
1001,10658,4.0
1001,30497,5.0
1001,9671,5.0
1001,8388,4.0
1001,111794,4.0
1001,1542,5.0
1001,10803,3.0
1001,871,5.0
1001,100,5.0
1001,603,5.0
1001,9430,5.0
1001,6396,5.0
1001,8592,4.0
1001,564,2.0
1001,1893,4.0
1001,1924,4.0
1001,8536,5.0
1001,138,4.0
1001,3035,4.0
1001,13666,5.0
1001,36685,3.0
1001,104,5.0
1001,9473,5.0
1001,620,5.0
1001,10386,5.0
1001,2280,4.0
1001,1911,4.0
1001,14,5.0
1001,11527,5.0
1001,42518,5.0
1001,861,4.0
1001,1654,5.0
1001,658,5.0
1001,657,5.0
1001,646,5.0
1001,550,5.0
1001,5548,4.0
1001,856,5.0
1001,253,5.0
1001,660,5.0
1001,492,4.0
1001,957,5.0
1001,11886,5.0
1001,1832,5.0
1001,10047,5.0
1001,9289,4.0
1001,497,5.0
1001,624,4.0
1001,1213,1.0
1001,10406,3.0
1001,2005,3.0
1001,8872,5.0
1001,4234,5.0
1001,820,5.0
1001,1497,4.0
1001,1499,4.0
1001,1880,5.0
1001,801,5.0
1001,11520,5.0
1001,526,4.0
1001,879,4.0
1001,106,4.0
1001,98,5.0
1001,9285,4.0
1001,682,4.0
1001,11072,5.0
1001,9659,5.0
1001,8810,5.0
1001,482,5.0
1001,6978,4.0
1001,479,4.0
1001,36657,5.0
1001,10276,4.0
1001,1857,4.0
1001,651,5.0
1002,278,3.0
1002,11381,4.0
1002,489,4.5
1002,98,4.0
1002,24,4.0
1002,1538,3.5
1002,9718,4.0
1002,1422,4.0
1002,155,4.5
1002,12133,5.0
1002,16869,4.5
1002,19908,3.0
1002,11324,4.0
1002,39452,3.0
1002,27205,4.0
1002,23168,4.5
1002,44639,5.0
1002,45523,4.0
1002,59440,5.0
1002,49026,3.5
1002,65754,2.5
1002,68718,3.5
1002,106646,5.0
1002,157336,3.0
1002,244786,4.0
1002,154400,2.0
1002,264660,3.5
1002,76341,5.0
1002,321640,5.0
1003,9909,0.5
1003,424,0.5
1003,10684,0.5
1003,27281,0.5
1003,503475,0.5
1003,10061,5.0
1003,11113,0.5
1003,10537,0.5
1003,11816,0.5
1003,11778,0.5
1003,11202,0.5
1003,8009,3.5
1003,2323,0.5
1003,152,3.0
1003,9387,4.5
1003,3170,0.5
1003,10340,0.5
1003,11319,0.5
1003,97,2.0
1003,1091,4.0
1003,9489,0.5
1003,24831,4.5
1003,13342,0.5
1003,8810,5.0
1003,641,0.5
1003,11347,5.0
1003,11888,0.5
1003,54287,5.0
1003,28893,5.0
1003,21874,4.5
1003,38849,5.0
1003,12157,0.5
1003,39916,5.0
1003,49636,4.5
1003,13282,5.0
1003,98851,4.5
1003,26914,5.0
1003,14161,0.5
1004,8012,3.0
1004,63,2.0
1004,577,3.0
1004,807,2.0
1004,11448,3.0
1004,11010,3.0
1004,11907,4.0
1004,2074,5.0
1004,27793,1.0
1004,26564,5.0
1004,17447,3.0
1004,9071,5.0
1004,32646,2.0
1004,76,5.0
1004,22625,1.0
1004,10451,5.0
1004,522,2.0
1004,1024,3.0
1004,11,5.0
1004,18183,5.0
1004,680,1.0
1004,9905,5.0
1004,236,5.0
1004,2759,4.0
1004,11382,4.0
1004,10464,3.0
1004,712,3.0
1004,9359,4.0
1004,16771,2.0
1004,9571,1.0
1004,16297,2.0
1004,5503,5.0
1004,7984,5.0
1004,10440,5.0
1004,713,1.0
1004,23210,5.0
1004,858,1.0
1004,11969,2.0
1004,812,4.0
1004,274,5.0
1004,10020,3.0
1004,576,2.0
1004,275,5.0
1004,954,3.0
1004,8866,4.0
1004,85778,3.0
1004,26748,4.0
1004,44705,4.0
1004,981,5.0
1004,872,4.0
1004,164,4.0
1004,567,4.0
1004,213,5.0
1004,239,5.0
1004,289,5.0
1004,11113,5.0
1004,630,5.0
1004,770,5.0
1004,303,5.0
1004,18299,3.0
1004,9078,4.0
1004,10938,5.0
1004,9716,3.0
1004,10218,2.0
1004,252,4.0
1004,11561,5.0
1004,623,2.0
1004,583,5.0
1004,475,5.0
1004,521,5.0
1004,11386,3.0
1004,221,5.0
1004,762,5.0
1004,18129,4.0
1004,409,1.0
1004,10409,5.0
1004,1891,5.0
1004,2493,5.0
1004,85,3.0
1004,68,2.0
1004,389,5.0
1004,144,1.0
1004,769,4.0
1004,539,4.0
1004,279,4.0
1004,826,5.0
1004,235,4.0
1004,137,4.0
1004,33,4.0
1004,339,2.0
1004,756,5.0
1004,288,5.0
1004,11031,4.0
1004,89,4.0
1004,642,3.0
1004,75,1.0
1004,16448,5.0
1004,9366,4.0
1004,9434,4.0
1004,816,4.0
1004,607,3.0
1004,8834,1.0
1004,2118,2.0
1004,9427,4.0
1004,489,1.0
1004,10217,4.0
1004,115,4.0
1004,26941,5.0
1004,27103,3.0
1004,29193,5.0
1004,17139,2.0
1004,9452,4.0
1004,9844,3.0
1004,1965,2.0
1004,15037,4.0
1004,10674,3.0
1004,20862,4.0
1004,9464,1.0
1004,544,3.0
1004,1725,5.0
1004,15389,2.0
1004,13597,5.0
1004,2108,4.0
1004,346,2.0
1004,793,4.0
1004,9325,5.0
1004,6471,4.0
1004,11522,3.0
1004,8393,5.0
1004,4011,5.0
1004,845,5.0
1004,21734,4.0
1004,31997,5.0
1004,11855,1.0
1004,637,1.0
1004,4518,2.0
1004,19426,4.0
1004,10162,4.0
1004,8545,5.0
1004,11545,3.0
1004,9326,4.0
1004,192,4.0
1004,603,1.0
1004,9465,5.0
1004,9451,5.0
1004,1893,1.0
1004,817,4.0
1004,104,5.0
1004,345,2.0
1004,745,4.0
1004,913,1.0
1004,11353,2.0
1004,813,5.0
1004,1075,5.0
1004,14,5.0
1004,40867,4.0
1004,11901,4.0
1004,11054,5.0
1004,550,2.0
1004,11562,2.0
1004,492,4.0
1004,957,4.0
1004,11498,5.0
1004,11663,4.0
1004,10399,3.0
1004,99,5.0
1004,334,4.0
1004,926,1.0
1004,1213,4.0
1004,16241,4.0
1004,11287,4.0
1004,11004,4.0
1004,12186,3.0
1004,3114,5.0
1004,820,4.0
1004,462,4.0
1004,243,2.0
1004,879,1.0
1004,10747,5.0
1004,10557,2.0
1004,13105,1.0
1004,1052,3.0
1004,10276,3.0
1004,38548,5.0
1004,786,4.0
1004,13785,3.0
1004,71,4.0
1004,146,4.0
1004,2609,3.0
1004,392,1.0
1004,2046,3.0
1004,5001,4.0
1004,134,3.0
1004,21991,3.0
1004,11973,4.0
1004,1900,5.0
1004,10499,3.0
1004,2614,4.0
1004,843,3.0
1004,19513,3.0
1004,77,2.0
1004,4133,5.0
1004,634,4.0
1004,13898,3.0
1004,70282,2.0
1004,4973,4.0
1004,824,1.0
1004,29937,4.0
1004,11444,3.0
1004,1548,1.0
1004,742,3.0
1004,18734,5.0
1004,10778,3.0
1004,671,4.0
1004,1433,4.0
1004,8342,5.0
1005,862,4.0
1005,8012,4.0
1005,9598,4.0
1005,687,4.0
1005,9603,3.0
1005,629,4.0
1005,11010,5.0
1005,197,4.0
1005,568,3.0
1005,414,3.0
1005,10451,4.0
1005,1024,5.0
1005,628,3.0
1005,9587,4.0
1005,18183,3.0
1005,4476,1.0
1005,527,5.0
1005,680,5.0
1005,11450,3.0
1005,2164,2.0
1005,278,3.0
1005,3049,3.0
1005,9331,3.0
1005,712,2.0
1005,8587,3.0
1005,854,4.0
1005,36955,2.0
1005,2758,3.0
1005,5503,4.0
1005,9386,4.0
1005,7984,5.0
1005,1245,3.0
1005,424,5.0
1005,11236,4.0
1005,10445,3.0
1005,812,4.0
1005,280,3.0
1005,581,5.0
1005,268,3.0
1005,408,5.0
1005,10020,5.0
1005,10895,5.0
1005,114,3.0
1005,275,3.0
1006,8844,4.0
1006,15602,5.0
1006,31357,3.0
1006,11862,5.0
1006,949,4.0
1006,11860,4.0
1006,45325,3.0
1006,710,3.0
1006,9087,4.0
1006,21032,3.0
1006,1408,4.0
1006,524,4.0
1006,4584,4.0
1006,9273,2.0
1006,8012,2.0
1006,1710,5.0
1006,12665,4.0
1006,451,3.0
1006,16420,4.0
1006,9263,3.0
1006,9909,3.0
1006,63,4.0
1006,9598,4.0
1006,687,5.0
1006,31174,4.0
1006,35196,4.0
1006,577,3.0
1006,11861,4.0
1006,807,4.0
1006,629,1.0
1006,26441,4.0
1006,11359,4.0
1006,17182,4.0
1006,2054,4.0
1006,9536,3.0
1006,11525,3.0
1006,9102,4.0
1006,9623,3.0
1006,10534,5.0
1006,17414,3.0
1006,13997,2.0
1006,2086,4.0
1006,9095,4.0
1006,12158,4.0
1006,9208,4.0
1006,11062,3.0
1006,47475,1.0
1006,9614,4.0
1006,688,3.0
1006,197,5.0
1006,33542,4.0
1006,43566,3.0
1006,27793,3.0
1006,9101,3.0
1006,9302,3.0
1006,11000,4.0
1006,9737,4.0
1006,30765,4.0
1006,568,4.0
1006,11780,4.0
1006,414,3.0
1006,8839,4.0
1006,20649,3.0
1006,10329,5.0
1006,8963,3.0
1006,8068,3.0
1006,1572,3.0
1006,6520,5.0
1006,10428,3.0
1006,17447,3.0
1006,19326,3.0
1006,8973,3.0
1006,47608,1.0
1006,2293,2.0
1006,9070,3.0
1006,1642,3.0
1006,11472,3.0
1006,58372,3.0
1006,10533,2.0
1006,18402,4.0
1006,9348,3.0
1006,47939,3.0
1006,3512,3.0
1006,52856,3.0
1006,9560,4.0
1006,9804,3.0
1006,31611,3.0
1006,65796,4.0
1006,26258,4.0
1006,11017,4.0
1006,37141,3.0
1006,9382,2.0
1006,6715,3.0
1006,22625,4.0
1006,1909,3.0
1006,8984,4.0
1006,11929,5.0
1006,8467,3.0
1006,18395,2.0
1006,397,4.0
1006,10525,4.0
1006,15789,3.0
1006,27303,3.0
1006,47867,3.0
1006,17207,5.0
1006,14819,4.0
1006,32631,3.0
1006,11777,4.0
1006,628,3.0
1006,87729,3.0
1006,6280,3.0
1006,9061,5.0
1006,37108,3.0
1006,9587,4.0
1006,19101,5.0
1006,18183,3.0
1006,4476,3.0
1006,11008,3.0
1006,43742,3.0
1006,28313,4.0
1006,3036,3.0
1006,40490,4.0
1006,8986,4.0
1006,10510,5.0
1006,38722,3.0
1006,11593,4.0
1006,1945,3.0
1006,241,2.0
1006,9058,3.0
1006,18220,3.0
1006,6950,4.0
1006,101,3.0
1006,680,2.0
1006,10452,3.0
1006,12106,3.0
1006,161495,4.0
1006,36357,3.0
1006,28033,1.0
1006,22586,3.0
1006,14334,5.0
1006,2636,4.0
1006,2164,5.0
1006,11395,4.0
1006,278,5.0
1006,9067,1.0
1006,193,4.0
1006,25066,3.0
1006,12122,3.0
1006,11381,5.0
1006,95963,3.0
1006,1587,5.0
1006,2064,4.0
1006,19855,4.0
1006,236,3.0
1006,48287,3.0
1006,3049,3.0
1006,10497,3.0
1006,11382,3.0
1006,9331,5.0
1006,10731,5.0
1006,10464,4.0
1006,34152,3.0
1006,9495,4.0
1006,29973,4.0
1006,888,4.0
1006,13,5.0
1006,712,3.0
1006,16295,3.0
1006,48992,3.0
1006,10879,3.0
1006,10660,4.0
1006,10714,3.0
1006,8587,5.0
1006,11596,3.0
1006,854,4.0
1006,9359,5.0
1006,36593,4.0
1006,12280,3.0
1006,11011,3.0
1006,1637,5.0
1006,15128,3.0
1006,36955,4.0
1006,10449,3.0
1006,10395,3.0
1006,12160,3.0
1006,8011,3.0
1006,2758,3.0
1006,10436,3.0
1006,9409,4.0
1006,11853,3.0
1006,11041,3.0
1006,4722,3.0
1006,11310,5.0
1006,9350,4.0
1006,9612,3.0
1006,26261,3.0
1006,11566,4.0
1006,26141,3.0
1006,16297,4.0
1006,37233,4.0
1006,1634,3.0
1006,5503,5.0
1006,35588,3.0
1006,41579,3.0
1006,9255,2.0
1006,10612,4.0
1006,2259,4.0
1006,106143,3.0
1006,9386,4.0
1006,7984,4.0
1006,15765,4.0
1006,329,5.0
1006,9593,3.0
1006,12121,3.0
1006,2246,3.0
1006,10502,4.0
1006,9516,3.0
1006,2320,3.0
1006,11971,3.0
1006,788,5.0
1006,11231,3.0
1006,31586,3.0
1006,9800,4.0
1006,713,3.0
1006,8291,3.0
1006,1245,4.0
1006,11858,4.0
1006,8005,3.0
1006,14534,3.0
1006,424,3.0
1006,11236,3.0
1006,11592,3.0
1006,43535,3.0
1006,12519,3.0
1006,858,3.0
1006,867,3.0
1006,13203,4.0
1006,10442,3.0
1006,9607,2.0
1006,9057,3.0
1006,10057,3.0
1006,11969,5.0
1006,31504,4.0
1006,10897,3.0
1006,251,5.0
1006,812,5.0
1006,280,3.0
1006,581,5.0
1006,268,3.0
1006,274,4.0
1006,408,4.0
1006,10020,5.0
1006,10895,3.0
1006,114,4.0
1006,10824,3.0
1006,275,3.0
1006,25059,4.0
1006,10112,5.0
1006,1592,3.0
1006,19042,4.0
1006,9099,4.0
1006,10988,1.0
1006,10684,4.0
1006,10543,3.0
1006,25087,3.0
1006,20762,3.0
1006,12656,3.0
1006,25969,4.0
1006,9103,3.0
1006,8866,4.0
1006,12233,5.0
1006,23449,3.0
1006,36355,4.0
1006,9304,2.0
1006,664,5.0
1006,16299,3.0
1006,9879,1.0
1006,7095,3.0
1006,41225,3.0
1006,602,5.0
1006,10545,5.0
1006,44535,3.0
1006,10779,3.0
1006,38223,3.0
1006,9294,4.0
1006,12606,3.0
1006,2925,5.0
1006,18555,4.0
1006,10830,3.0
1006,3573,4.0
1006,10546,3.0
1006,9431,3.0
1006,47907,4.0
1006,10478,4.0
1006,23945,3.0
1006,9306,3.0
1006,12559,3.0
1006,19004,3.0
1006,10987,3.0
1006,125587,3.0
1006,52855,3.0
1006,11076,4.0
1006,1770,4.0
1006,9333,4.0
1006,9401,2.0
1006,9625,4.0
1006,6346,4.0
1006,9591,3.0
1006,10586,5.0
1006,819,4.0
1006,11238,4.0
1006,252,3.0
1006,21711,4.0
1006,475,3.0
1007,862,4.5
1007,629,4.5
1007,11010,3.0
1007,568,4.5
1007,1572,4.0
1007,11,5.0
1007,13,5.0
1007,36955,3.0
1007,9255,5.0
1007,329,5.0
1007,251,2.0
1007,812,3.0
1007,280,2.5
1007,268,3.0
1007,274,5.0
1007,10020,3.5
1007,954,4.0
1007,935,4.0
1007,602,4.5
1007,770,3.0
1007,62,4.0
1007,744,4.0
1007,409,1.5
1007,1891,4.0
1007,28,4.0
1007,1892,4.0
1007,539,5.0
1007,525,4.5
1007,218,5.0
1007,207,1.5
1007,105,5.0
1007,816,3.5
1007,686,5.0
1007,1669,4.0
1007,2118,3.0
1007,37165,3.0
1007,2898,0.5
1007,95,4.0
1007,544,1.5
1007,1366,4.5
1007,346,5.0
1007,637,2.0
1007,9798,3.5
1007,871,5.0
1007,1893,1.5
1007,1924,3.0
1007,509,4.5
1007,817,2.0
1007,2275,2.5
1007,8487,1.5
1007,2978,3.5
1007,745,4.5
1007,14,4.0
1007,863,4.5
1007,2067,1.5
1007,462,4.5
1007,98,1.5
1007,955,1.0
1007,36657,3.5
1007,37137,5.0
1007,10637,4.0
1007,4327,2.5
1007,9741,3.0
1007,3981,4.0
1007,853,2.0
1007,634,2.0
1007,808,4.0
1007,676,0.5
1007,644,4.5
1007,869,1.0
1007,9880,1.5
1007,3172,1.5
1007,167,3.0
1007,585,4.0
1007,671,4.0
1007,161,4.0
1007,120,4.5
1007,453,4.5
1007,425,3.5
1007,557,3.5
1007,1894,0.5
1007,180,4.0
1007,608,3.0
1007,4147,3.0
1007,2675,1.5
1007,129,5.0
1007,672,4.5
1007,121,4.5
1007,640,4.0
1007,1574,4.5
1007,36658,4.0
1007,604,4.0
1007,1927,0.5
1007,22,4.5
1007,1584,4.5
1007,605,2.0
1007,616,4.5
1007,122,4.0
1007,8696,3.0
1007,9509,4.0
1007,4909,4.5
1007,809,3.5
1007,673,2.5
1007,9890,2.0
1007,9472,4.5
1007,558,4.5
1007,2502,3.5
1007,314,1.0
1007,6947,1.0
1007,1538,4.5
1007,11130,1.5
1007,5137,1.0
1007,10145,3.5
1007,10555,1.0
1007,11128,4.5
1007,9675,4.0
1007,176,4.0
1007,1677,3.5
1007,9806,4.0
1007,5255,1.0
1007,866,2.5
1007,2059,2.5
1007,163,4.0
1007,12496,3.0
1007,2567,3.5
1007,9833,2.0
1007,9470,3.5
1007,2026,2.0
1007,9928,1.5
1007,10040,2.0
1007,187,3.5
1007,1495,3.5
1007,1895,1.0
1007,272,2.0
1007,9722,1.0
1007,74,3.0
1007,1635,4.5
1007,398,3.5
1007,9763,3.5
1007,9899,4.5
1007,36668,4.0
1007,920,4.5
1007,2044,1.0
1007,9697,0.5
1007,1452,1.0
1007,1422,1.0
1007,3683,4.5
1007,1427,2.5
1007,36557,4.5
1007,7551,3.5
1007,1581,0.5
1007,1125,3.0
1008,8844,4.0
1008,710,2.0
1008,9087,4.0
1008,8012,4.0
1008,63,3.0
1008,9598,5.0
1008,9603,3.0
1008,807,4.0
1008,629,5.0
1008,197,3.0
1008,11000,3.0
1008,568,4.0
1008,414,2.0
1008,1642,5.0
1008,11472,4.0
1008,9804,3.0
1008,8467,4.0
1008,522,3.0
1008,397,3.0
1008,11777,3.0
1008,628,5.0
1008,1945,3.0
1008,6950,3.0
1008,680,4.0
1008,11395,3.0
1008,278,5.0
1008,2064,3.0
1008,13,3.0
1008,712,5.0
1008,8587,5.0
1008,854,3.0
1008,1637,4.0
1008,36955,5.0
1008,11310,1.0
1008,11566,3.0
1008,37233,4.0
1008,5503,3.0
1008,329,4.0
1008,788,2.0
1008,424,5.0
1008,858,3.0
1008,771,3.0
1008,251,3.0
1008,581,5.0
1008,268,3.0
1008,274,4.0
1008,114,3.0
1009,31174,3.0
1009,36196,3.0
1009,2292,4.0
1009,12280,3.0
1009,12520,3.0
1009,599,4.0
1009,15,5.0
1009,10163,2.0
1009,9504,4.0
1009,85,5.0
1009,105,5.0
1009,9281,4.0
1009,36599,2.0
1009,165,3.0
1009,196,4.0
1009,242,3.0
1009,30197,5.0
1009,11326,3.0
1009,9638,2.0
1009,9563,2.0
1009,4816,3.0
1009,9040,3.0
1009,32058,1.0
1009,9493,1.0
1009,120,5.0
1009,425,4.0
1009,1894,3.0
1009,180,4.0
1009,57022,4.0
1009,9719,4.0
1009,818,5.0
1009,7451,1.0
1009,13888,1.0
1009,10750,3.0
1009,36669,3.0
1009,6007,4.0
1009,25239,1.0
1009,25284,4.0
1009,2757,5.0
1009,121,5.0
1009,3131,4.0
1009,2149,1.0
1009,19067,4.0
1009,21332,2.0
1009,262,4.0
1009,80965,2.0
1010,680,1.0
1010,13,3.5
1010,812,4.0
1010,114,3.5
1010,289,4.0
1010,433,0.5
1010,88,3.0
1010,37247,3.0
1010,639,3.0
1010,2898,3.5
1010,10674,4.0
1010,603,0.5
1010,509,3.5
1010,745,0.5
1010,14,1.0
1010,550,0.5
1010,98,4.0
1010,1588,3.0
1010,634,3.5
1010,808,4.5
1010,8835,4.5
1010,120,4.0
1010,453,4.0
1010,10229,3.0
1010,245,3.5
1010,11529,3.0
1010,7303,3.0
1010,121,4.0
1010,2642,3.0
1010,9919,3.0
1010,10735,3.0
1010,12,3.5
1010,10327,4.0
1010,508,4.0
1010,6964,4.0
1010,3635,3.0
1010,122,4.0
1010,11820,4.0
1010,14844,4.5
1010,1824,3.5
1010,11137,4.0
1010,10625,3.5
1010,652,5.0
1010,594,3.5
1010,11036,5.0
1010,558,3.5
1010,2502,3.5
1010,11130,3.0
1010,13969,5.0
1010,9806,2.5
1010,9801,3.5
1010,866,1.0
1010,205,3.5
1010,6961,2.5
1010,8488,4.5
1010,8976,3.0
1010,787,3.0
1010,272,5.0
1010,4348,3.0
1010,69,4.0
1010,116,2.5
1010,1402,3.0
1010,36557,5.0
1010,1581,5.0
1010,1271,3.0
1010,6691,4.5
1010,2977,1.5
1010,2503,3.5
1010,7326,3.5
1010,6557,3.0
1010,8390,3.5
1010,155,4.5
1010,10761,2.5
1010,9029,2.0
1010,11631,3.0
1010,5038,2.0
1010,12620,2.5
1010,10764,3.5
1010,8966,4.5
1010,10201,0.5
1010,10184,3.5
1010,14160,4.0
1010,18240,4.5
1010,767,3.0
1010,20943,3.0
1010,24803,0.5
1010,24684,5.0
1010,22947,2.5
1010,4475,3.5
1010,18239,3.0
1010,34653,3.5
1010,10198,3.5
1010,19995,2.5
1010,10528,3.0
1010,32856,3.0
1010,37565,2.0
1010,24021,3.0
1010,20352,5.0
1010,37735,3.5
1010,38357,2.5
1010,45269,5.0
1010,38757,3.5
1010,43347,3.5
1010,42888,2.0
1010,41630,3.5
1010,55787,3.0
1010,49444,3.5
1010,50646,4.0
1010,50014,3.0
1010,50619,3.0
1010,49026,5.0
1010,77338,5.0
1010,74534,4.5
1010,62177,4.0
1010,77930,4.0
1010,1930,3.0
1010,57800,3.5
1010,37724,5.0
1010,97365,0.5
1010,87827,1.0
1010,50620,3.0
1010,93456,4.0
1010,117251,4.0
1010,122906,4.0
1010,209263,2.5
1010,57158,3.5
1010,109445,4.5
1010,106646,1.0
1010,140823,2.0
1010,120467,0.5
1010,157336,0.5
1010,242042,4.0
1010,82881,4.0
1010,228194,4.5
1010,174337,4.0
1010,207703,1.0
1010,268238,3.5
1010,206647,5.0
1010,264999,4.0
1010,257211,5.0
1011,949,5.0
1011,710,3.0
1011,687,4.0
1011,9312,2.0
1011,9208,3.0
1011,197,5.0
1011,568,5.0
1011,414,3.0
1011,1572,3.0
1011,10428,4.0
1011,9804,3.0
1011,6950,4.0
1011,278,4.0
1011,9331,5.0
1011,13,5.0
1011,9359,3.0
1011,8987,2.0
1011,1637,3.0
1011,36955,4.0
1011,9350,3.0
1011,5503,5.0
1011,9255,3.0
1011,9386,4.0
1011,329,4.0
1011,9516,3.0
1011,18133,4.0
1011,14291,5.0
1011,280,4.0
1011,274,5.0
1011,954,4.0
1011,9802,4.0
1011,664,4.0
1011,602,4.0
1011,2119,3.0
1011,744,5.0
1011,1892,4.0
1011,12498,4.0
1011,1573,3.0
1011,8845,3.0
1011,75,1.0
1011,9361,5.0
1011,9619,3.0
1011,2163,4.0
1011,1701,4.0
1011,754,3.0
1011,686,5.0
1011,4421,4.0
1011,8834,4.0
1011,9416,4.0
1011,9772,4.0
1011,6623,3.0
1011,4824,3.0
1011,11831,5.0
1011,489,4.0
1011,597,5.0
1011,2898,5.0
1011,9469,4.0
1011,929,2.0
1011,95,4.0
1011,944,4.0
1011,544,4.0
1011,943,2.0
1011,9835,3.0
1011,857,5.0
1012,9603,4.0
1012,6520,5.0
1012,22625,5.0
1012,6280,5.0
1012,9587,4.5
1012,10510,3.0
1012,712,3.5
1012,10442,3.5
1012,2925,4.0
1012,3573,5.0
1012,770,4.5
1012,137,3.5
1012,7863,5.0
1012,3179,3.0
1012,597,5.0
1012,8656,3.5
1012,11974,5.0
1012,2619,3.5
1012,8856,3.0
1012,10314,5.0
1012,4951,5.0
1012,11355,5.0
1012,9032,4.0
1012,2978,5.0
1012,6003,5.0
1012,71,4.5
1012,3981,4.5
1012,11529,4.0
1012,508,5.0
1012,11036,5.0
1012,4348,5.0
1012,8966,5.0
1013,807,5.0
1013,3586,1.0
1013,114,3.0
1013,7452,3.0
1013,85,5.0
1013,8413,4.0
1013,978,3.0
1013,2255,4.0
1013,597,4.0
1013,11522,3.0
1013,4011,3.0
1013,796,2.0
1013,603,5.0
1013,2787,4.0
1013,9532,2.0
1013,10479,3.0
1013,98,5.0
1013,8584,4.0
1013,9679,3.0
1013,2024,4.0
1013,36657,4.0
1013,2655,4.0
1013,5551,4.0
1013,8843,4.0
1013,10480,3.0
1013,786,4.0
1013,6521,3.0
1013,4327,3.0
1013,146,5.0
1013,107,5.0
1013,9740,4.0
1014,31357,3.0
1014,11860,3.0
1014,9273,1.0
1014,451,4.0
1014,63,4.0
1014,9603,3.0
1014,807,5.0
1014,9208,5.0
1014,688,3.0
1014,197,5.0
1014,568,4.0
1014,414,2.0
1014,10802,3.0
1014,8467,3.0
1014,4476,5.0
1014,1945,5.0
1014,241,4.0
1014,680,3.0
1014,278,3.0
1014,1587,5.0
1014,2064,4.0
1014,3049,2.0
1014,10464,3.0
1014,13,4.0
1014,854,1.0
1014,8987,4.0
1014,1637,3.0
1014,12160,4.0
1014,9350,4.0
1014,10443,3.0
1014,1634,3.0
1014,15765,4.0
1014,329,3.0
1014,10502,3.0
1014,9800,3.0
1014,713,5.0
1014,14534,3.0
1014,424,3.0
1014,858,4.0
1014,867,3.0
1014,10057,3.0
1014,11969,4.0
1014,771,3.0
1014,581,4.0
1014,268,2.0
1014,274,4.0
1014,114,3.0
1014,9894,1.0
1015,862,2.5
1015,9312,1.0
1015,807,3.5
1015,8839,1.0
1015,9886,1.0
1015,6280,3.0
1015,11,5.0
1015,101,3.0
1015,680,4.0
1015,278,5.0
1015,888,1.0
1015,13,5.0
